sample_id,altura_t1_cm,temp_t1_c,precipitacao_t1_mm,umidade_t1_pct,altura_t2_cm,temp_t2_c,precipitacao_t2_mm,umidade_t2_pct,temp_futuro_2d_c,precipitacao_futuro_2d_mm,umidade_futuro_2d_pct,crescimento_passado_2d_cm,crescimento_futuro_2d_cm
S04503,55.721,25.26,0.0,76.87,56.048,23.66,4.4,61.2,24.95,6.9,69.54,0.327,0.372
S08150,55.103,23.65,0.32,61.92,55.372,27.48,0.0,72.01,23.62,5.97,66.12,0.269,0.212
S04519,64.381,29.15,16.65,77.02,64.864,18.17,0.0,66.13,22.94,0.0,57.52,0.483,0.104
S01651,50.356,27.04,0.0,75.71,50.7,25.63,5.52,82.89,24.19,4.04,81.59,0.344,0.326
S04251,69.676,17.86,3.39,67.43,69.812,21.91,0.0,89.09,22.33,4.59,70.21,0.136,0.218
S01247,68.811,23.32,0.0,72.76,68.868,20.46,0.0,71.85,20.47,4.55,69.4,0.057,0.226
S09996,80.173,18.21,0.0,77.03,80.237,21.13,0.0,71.54,24.76,0.0,86.65,0.064,0.101
S00183,64.382,26.42,0.0,66.93,64.722,22.53,4.01,70.09,24.28,7.99,56.21,0.34,0.269
S08478,58.685,24.67,0.0,70.73,58.839,24.0,2.26,67.79,18.43,8.43,56.02,0.154,0.151
S04538,67.61,23.8,0.0,74.6,67.808,14.82,0.0,59.09,18.54,0.68,62.67,0.198,0.05
S00491,86.468,32.32,4.76,71.27,86.732,23.45,0.0,67.21,24.96,0.0,67.07,0.264,0.045
S08479,51.616,28.03,0.0,68.3,51.924,17.75,0.0,63.77,21.4,5.86,61.53,0.308,0.175
S05177,73.618,15.87,0.0,58.08,73.628,22.94,0.0,70.48,20.75,3.97,73.43,0.01,0.047
S05172,48.987,26.95,3.8,65.48,49.387,25.06,4.77,70.79,25.33,11.19,66.13,0.4,0.444
S06561,55.996,23.97,0.14,87.28,56.383,22.74,0.0,59.27,25.61,0.0,70.49,0.387,0.226
S08480,53.814,23.44,0.0,77.55,54.297,20.99,0.0,67.58,19.46,0.0,66.29,0.483,0.227
S08395,65.883,21.33,0.0,66.39,66.066,28.23,3.91,70.01,23.84,0.87,61.25,0.183,0.14
S03402,56.485,27.06,0.0,64.62,56.878,25.62,0.0,72.84,22.93,0.79,68.12,0.393,0.276
S06380,53.435,22.4,16.84,64.7,53.847,26.43,0.0,67.38,26.12,0.0,71.9,0.412,0.367
S04063,51.609,23.85,0.0,52.44,52.127,22.18,0.49,73.18,17.42,0.0,72.53,0.518,0.154
S03614,69.537,20.98,0.0,66.19,69.663,23.41,6.22,80.94,20.78,1.33,71.02,0.126,0.144
S00236,49.337,22.05,0.0,64.9,49.682,18.71,0.0,78.57,23.78,0.0,75.0,0.345,0.354
S02691,57.716,18.75,0.0,67.44,57.928,27.41,0.0,69.99,14.79,1.16,60.52,0.212,0.077
S00682,55.083,20.84,3.41,73.8,55.295,27.06,15.28,71.74,27.75,11.3,73.06,0.212,0.554
S08345,62.276,20.76,0.0,74.24,62.465,23.76,0.0,66.86,21.99,0.0,68.99,0.189,0.152
S09816,69.167,28.48,34.52,72.72,69.769,27.47,0.0,61.37,21.35,2.41,53.79,0.602,0.03
S06141,47.216,17.71,0.0,82.61,47.483,16.65,0.0,72.05,24.47,4.59,78.46,0.267,0.442
S07383,70.926,17.87,1.31,61.27,70.991,24.4,0.0,58.04,20.75,0.58,69.62,0.065,0.085
S09735,59.827,27.9,0.0,63.16,60.091,17.27,1.78,70.2,22.9,0.0,71.15,0.264,0.259
S09386,56.921,25.85,2.36,87.42,57.245,23.24,0.0,68.5,18.09,11.02,64.27,0.324,0.216
S07007,68.238,27.24,4.39,59.46,68.712,26.73,4.21,69.06,22.95,1.69,78.38,0.474,0.18
S06711,55.108,17.4,0.0,71.58,55.361,20.24,0.0,67.37,20.2,9.02,67.16,0.253,0.201
S01327,72.131,15.54,6.73,76.04,72.23,17.74,0.0,55.15,18.3,18.63,76.3,0.099,0.277
S02340,52.403,20.84,6.31,80.88,52.852,26.16,0.0,76.58,20.85,1.17,71.8,0.449,0.253
S00707,65.424,30.87,0.0,62.31,65.686,24.13,0.39,62.1,17.5,0.0,70.49,0.262,0.157
S07215,65.034,18.03,0.0,52.83,65.1,24.04,0.0,74.67,25.04,5.87,77.89,0.066,0.307
S07957,77.681,19.28,0.0,70.9,77.691,24.35,0.0,63.22,20.89,1.98,76.74,0.01,0.154
S00595,62.507,25.27,0.0,72.31,62.688,20.88,0.0,64.86,27.68,6.79,70.22,0.181,0.381
S04988,40.0,24.67,0.0,64.06,40.411,22.6,0.0,62.74,25.03,24.37,75.14,0.411,0.589
S08763,70.255,22.35,0.0,69.77,70.379,24.11,0.0,71.93,20.77,0.71,66.61,0.124,0.132
S02773,62.189,18.55,0.0,73.5,62.308,24.59,2.19,57.91,24.49,0.79,63.39,0.119,0.234
S01269,71.823,24.03,2.79,68.79,72.038,22.56,1.34,59.35,25.39,4.55,76.85,0.215,0.332
S02212,58.612,23.28,2.3,63.21,58.845,28.49,1.07,89.68,25.37,7.94,74.32,0.233,0.314
S06762,57.763,20.35,0.0,65.7,58.01,23.32,0.0,67.81,24.26,0.0,68.33,0.247,0.33
S04843,71.065,21.43,0.0,59.7,71.075,24.62,0.59,72.89,23.06,0.0,52.96,0.01,0.1
S03511,75.431,24.09,0.0,57.59,75.518,22.62,0.0,72.56,22.14,0.0,89.7,0.087,0.219
S09481,63.082,19.95,0.0,60.76,63.262,20.74,22.26,76.45,25.23,29.89,46.79,0.18,0.437
S06271,53.156,26.63,1.24,59.99,53.435,19.39,0.0,53.57,21.04,0.1,63.38,0.279,0.238
S04809,65.113,23.64,0.0,49.92,65.34,22.81,2.85,42.7,24.1,0.0,67.6,0.227,0.137
S06575,64.094,23.69,0.0,68.52,64.421,20.97,0.0,54.45,22.57,1.28,68.1,0.327,0.244
S08718,85.314,27.29,0.0,71.06,85.392,24.89,0.0,74.69,17.97,1.33,64.88,0.078,0.069
S02961,47.878,16.04,0.0,66.06,48.251,27.75,0.0,71.22,19.28,0.0,78.69,0.373,0.302
S08050,58.421,25.96,0.0,72.21,58.703,22.38,0.0,67.17,15.95,7.02,80.78,0.282,0.315
S01135,61.106,23.31,5.0,67.2,61.412,23.38,0.0,62.7,25.68,22.9,62.78,0.306,0.497
S02314,53.366,26.61,0.0,67.84,53.666,23.31,0.0,71.1,21.9,0.0,67.73,0.3,0.237
S09339,54.566,24.91,4.14,90.29,55.075,17.05,0.0,67.38,22.5,0.0,60.33,0.509,0.251
S04241,63.403,26.16,0.0,68.1,63.629,24.9,13.17,59.76,24.1,0.0,68.99,0.226,0.298
S03563,56.056,25.81,0.0,74.47,56.309,19.88,0.0,69.58,27.54,20.87,67.37,0.253,0.516
S02122,76.739,22.17,7.81,64.87,76.942,19.06,7.89,69.12,24.19,0.0,71.24,0.203,0.144
S04555,48.487,23.42,20.3,70.55,48.948,24.51,0.0,62.96,25.51,0.96,72.62,0.461,0.304
S02171,62.055,24.65,4.32,81.77,62.528,17.9,0.0,59.32,23.36,15.19,66.44,0.473,0.244
S01618,66.35,25.81,0.0,77.1,66.611,23.43,2.62,86.66,22.01,3.26,65.4,0.261,0.21
S07335,75.183,14.76,0.0,72.76,75.391,14.64,8.39,62.6,25.49,2.88,75.21,0.208,0.145
S07307,79.789,18.59,0.0,69.72,79.849,30.71,0.0,56.09,23.03,8.42,72.43,0.06,0.172
S06367,62.753,18.97,9.03,76.28,63.09,23.44,0.0,66.93,24.12,5.73,83.11,0.337,0.302
S04690,57.113,22.23,0.0,57.48,57.314,19.98,0.0,66.22,22.35,0.0,73.77,0.201,0.284
S01549,69.443,22.93,4.44,71.8,69.669,23.12,0.0,76.28,23.16,0.0,73.04,0.226,0.133
S06400,57.415,28.4,0.0,75.87,57.792,17.64,0.0,81.28,25.31,0.0,57.9,0.377,0.198
S04129,62.445,17.51,0.0,63.7,62.544,23.43,0.0,78.82,23.5,1.99,68.24,0.099,0.273
S02414,54.105,27.77,0.0,83.7,54.669,26.23,0.0,74.53,23.18,0.73,64.95,0.564,0.268
S07483,64.325,21.84,0.0,79.8,64.606,22.68,2.76,68.8,29.98,1.38,64.17,0.281,0.25
S08665,50.46,21.63,0.0,71.79,50.638,25.51,11.86,73.64,21.99,0.1,62.66,0.178,0.279
S02295,70.203,18.54,0.0,65.33,70.433,28.03,0.0,71.45,19.56,11.34,54.95,0.23,0.149
S02155,65.484,22.93,0.0,77.1,65.684,21.65,0.0,56.44,18.12,6.36,68.93,0.2,0.174
S05539,59.428,23.45,0.0,71.1,59.718,25.06,0.0,83.02,22.36,0.0,69.97,0.29,0.244
S09205,68.841,23.43,0.0,63.0,69.143,17.55,0.0,69.05,23.76,1.55,66.51,0.302,0.142
S05059,60.935,23.47,0.98,72.83,61.264,22.95,2.14,65.02,20.45,1.83,57.47,0.329,0.189
S04163,59.385,27.69,0.0,73.72,59.706,17.67,0.0,69.27,16.24,1.81,57.21,0.321,0.073
S05033,49.502,23.34,0.0,82.39,49.843,17.26,7.26,62.78,20.51,3.68,59.1,0.341,0.286
S04540,56.224,25.57,0.0,62.28,56.458,20.37,0.0,63.83,24.03,14.79,67.24,0.234,0.368
S01723,71.84,16.43,0.0,74.37,71.95,24.77,2.69,70.86,22.64,0.0,65.06,0.11,0.105
S07436,60.934,27.71,0.0,60.86,61.265,16.86,0.0,69.78,23.99,20.06,50.67,0.331,0.363
S08744,80.439,28.53,0.97,63.12,80.57,18.05,0.0,74.04,19.68,2.14,72.08,0.131,0.072
S09203,55.339,22.3,0.0,82.62,55.654,22.03,7.85,77.65,19.8,3.74,63.78,0.315,0.19
S07547,58.688,23.43,0.0,70.41,58.915,23.47,2.4,66.27,28.56,5.34,90.31,0.227,0.388
S03933,61.105,21.65,6.41,64.65,61.538,27.48,0.0,83.84,21.98,11.41,66.0,0.433,0.262
S06050,67.922,26.22,0.0,79.65,68.184,18.38,2.96,73.38,24.1,2.58,57.81,0.262,0.231
S00289,63.779,18.39,0.0,76.18,63.943,20.63,0.0,65.61,26.67,2.88,66.09,0.164,0.284
S03278,57.791,24.07,0.0,64.34,58.059,24.76,0.0,63.32,23.36,2.43,74.02,0.268,0.255
S02128,70.795,22.39,0.0,64.94,71.061,27.14,0.0,63.7,25.76,0.3,73.58,0.266,0.17
S04834,58.229,25.12,0.0,64.99,58.393,22.93,0.0,72.16,24.05,0.0,67.6,0.164,0.276
S00156,59.255,21.48,0.0,48.97,59.461,19.71,0.0,51.88,28.53,19.48,73.37,0.206,0.608
S07818,71.998,24.19,5.41,66.79,72.211,25.62,0.82,73.07,22.95,0.65,68.2,0.213,0.227
S08742,73.377,18.54,0.0,69.37,73.613,23.78,0.0,76.78,28.16,3.27,76.86,0.236,0.304
S01609,67.453,22.51,0.0,74.69,67.626,28.63,0.0,75.3,15.54,7.63,73.71,0.173,0.116
S02311,64.268,20.57,0.0,71.61,64.371,25.09,0.0,75.52,24.74,0.0,64.09,0.103,0.247
S05580,68.342,22.61,0.0,85.17,68.598,21.23,0.0,82.47,20.04,0.25,57.01,0.256,0.083
S09909,73.297,23.74,0.0,63.87,73.452,24.11,0.0,67.02,25.76,25.51,72.67,0.155,0.456
S05479,65.176,25.11,0.0,79.04,65.394,20.82,0.0,65.27,23.95,1.58,70.21,0.218,0.24
S05491,72.231,23.12,6.29,72.47,72.835,20.84,0.0,66.07,18.13,0.0,69.95,0.604,0.067
S06240,61.928,15.95,0.0,60.5,62.11,23.31,6.32,73.84,19.49,2.22,58.17,0.182,0.146
S09473,64.257,24.44,1.94,72.04,64.541,25.64,0.0,62.11,20.38,0.79,63.31,0.284,0.146
S06664,61.649,23.73,0.0,55.15,61.806,24.33,0.0,95.94,19.75,2.94,63.27,0.157,0.172
S01394,53.439,19.65,0.0,55.78,53.772,22.45,0.0,73.81,27.68,1.03,74.04,0.333,0.346
S01781,69.776,21.36,5.79,76.37,70.103,12.9,0.0,58.48,19.52,0.8,60.84,0.327,0.02
S01842,63.21,20.81,3.51,76.84,63.412,19.77,0.42,49.17,23.18,0.26,80.44,0.202,0.224
S09644,77.164,17.03,0.0,68.8,77.339,23.45,7.49,62.61,20.1,0.0,64.05,0.175,0.01
S08332,52.246,20.37,0.0,68.62,52.574,20.8,0.0,78.46,22.94,0.0,70.55,0.328,0.309
S01592,71.776,21.5,0.0,74.62,71.963,16.15,0.8,76.68,17.88,0.0,74.63,0.187,0.068
S07727,55.796,24.68,15.3,66.56,56.173,18.19,0.0,70.48,18.79,3.39,74.55,0.377,0.252
S06291,62.48,17.24,5.5,63.13,62.644,25.36,8.39,76.03,17.65,3.01,66.35,0.164,0.137
S09475,53.692,26.77,0.0,77.64,54.005,26.4,0.0,58.61,25.01,0.0,67.89,0.313,0.276
S07853,67.316,22.26,0.0,66.79,67.462,22.57,0.0,89.74,21.24,13.86,79.0,0.146,0.31
S05467,55.073,28.36,0.14,71.36,55.342,25.27,0.0,79.5,24.84,3.24,73.6,0.269,0.318
S06031,40.0,24.35,0.0,63.53,40.335,24.7,0.0,72.91,24.89,28.43,95.86,0.335,0.743
S00353,57.513,15.78,0.0,61.92,57.686,16.85,0.0,79.82,24.43,3.53,71.56,0.173,0.261
S03311,65.903,23.2,0.0,65.28,66.194,25.37,4.76,57.68,25.33,0.0,59.94,0.291,0.172
S02073,60.108,23.85,0.0,87.1,60.543,22.5,0.0,68.81,23.95,3.8,62.49,0.435,0.195
S08833,63.814,25.36,0.0,67.03,64.021,19.5,0.0,78.12,22.77,0.0,63.86,0.207,0.237
S09654,73.517,22.37,0.0,67.3,73.837,22.7,13.87,73.47,21.36,0.81,77.56,0.32,0.143
S05841,64.158,13.1,0.0,63.57,64.213,21.17,0.0,76.53,22.92,5.77,70.84,0.055,0.279
S05789,52.178,22.32,0.0,56.72,52.472,18.27,0.0,59.67,23.62,7.26,72.42,0.294,0.286
S04532,40.0,20.1,0.0,71.73,40.746,20.27,0.0,69.11,27.95,30.47,72.92,0.746,0.739
S04844,61.777,24.37,0.0,83.73,61.97,18.84,0.0,72.03,15.42,3.56,72.8,0.193,0.075
S03018,60.469,17.33,0.0,68.58,60.645,21.47,0.0,66.41,26.78,0.0,66.98,0.176,0.234
S02947,62.696,27.64,0.0,83.0,63.409,18.17,0.0,65.76,21.51,1.14,75.0,0.713,0.11
S03465,61.382,29.86,0.0,74.73,61.698,22.55,23.34,71.83,24.3,0.0,67.86,0.316,0.235
S04482,63.242,24.5,0.0,81.54,63.448,26.49,17.16,84.84,18.03,0.0,68.69,0.206,0.151
S08468,83.485,27.6,0.0,67.3,83.828,26.77,0.0,76.37,20.85,0.0,75.17,0.343,0.055
S01224,45.277,22.03,0.0,64.78,45.664,23.16,0.12,68.61,23.16,22.98,61.77,0.387,0.454
S06471,59.972,24.45,2.91,78.29,60.298,15.58,0.36,81.63,23.91,1.6,76.99,0.326,0.267
S05770,75.745,23.63,9.68,70.32,75.973,22.19,0.0,69.36,24.58,34.73,66.93,0.228,0.451
S03194,67.458,25.49,1.04,71.12,67.621,26.26,0.0,49.65,24.69,0.22,71.52,0.163,0.219
S07482,58.712,23.7,0.0,71.22,58.995,23.71,26.03,58.58,19.89,1.66,55.71,0.283,0.105
S00920,52.728,26.3,31.58,59.67,53.489,21.27,22.12,82.09,25.57,1.2,81.38,0.761,0.405
S08188,64.923,21.0,0.33,70.46,64.975,27.79,1.05,85.46,22.0,0.19,67.61,0.052,0.266
S05453,59.514,24.06,0.0,59.12,59.661,25.89,0.0,70.18,18.64,0.0,76.48,0.147,0.22
S07403,55.113,21.22,0.0,70.45,55.511,24.36,0.0,62.16,24.1,7.75,61.34,0.398,0.302
S03005,53.471,21.82,0.0,74.13,53.792,18.82,0.0,81.0,18.28,0.0,76.26,0.321,0.139
S04185,83.351,20.97,4.29,80.56,83.434,24.49,3.84,84.39,25.75,2.2,69.37,0.083,0.117
S08862,58.088,26.18,0.0,68.34,58.303,22.39,0.32,75.07,28.29,0.0,70.54,0.215,0.323
S04358,48.286,23.48,0.0,63.23,48.58,24.98,3.37,74.73,20.06,6.81,62.93,0.294,0.23
S07660,50.795,26.77,0.0,61.89,51.145,24.21,4.59,69.75,23.4,14.53,66.47,0.35,0.456
S04107,77.007,14.4,0.0,46.76,77.028,16.2,0.0,59.79,22.65,0.0,75.03,0.021,0.174
S04455,56.687,23.69,15.29,63.06,57.087,18.81,0.0,72.45,18.15,5.91,71.66,0.4,0.281
S07028,75.778,19.5,0.0,75.66,75.86,22.25,0.0,73.35,19.07,0.0,67.41,0.082,0.054
S06975,57.679,19.86,2.01,67.82,57.938,23.95,0.0,75.23,22.67,0.0,60.75,0.259,0.194
S06620,62.998,23.36,0.0,76.77,63.281,24.43,0.0,73.78,23.77,6.24,75.59,0.283,0.344
S06726,58.969,17.22,0.0,59.29,59.111,23.0,12.95,73.95,23.89,16.42,73.32,0.142,0.457
S00766,67.065,23.49,27.66,67.55,67.427,24.42,12.26,68.63,22.28,1.85,71.83,0.362,0.249
S01174,67.927,23.78,0.0,62.9,68.042,18.72,0.0,76.64,23.32,6.32,74.07,0.115,0.228
S00325,60.344,24.55,0.0,85.37,60.629,24.33,0.0,68.23,25.28,0.54,78.56,0.285,0.296
S09802,74.582,20.19,0.0,68.95,74.657,21.97,4.63,79.56,22.36,2.88,86.12,0.075,0.208
S08747,58.219,21.49,0.0,82.41,58.447,24.63,19.26,84.28,22.8,5.77,68.01,0.228,0.323
S04904,74.418,26.74,0.0,58.92,74.522,20.85,11.62,75.93,24.0,10.56,71.24,0.104,0.253
S06775,63.971,18.0,1.91,71.76,64.146,19.9,0.0,66.54,20.26,8.84,68.5,0.175,0.334
S05861,61.099,18.11,0.0,69.23,61.322,26.46,32.28,68.76,26.64,0.0,69.86,0.223,0.248
S07389,62.55,24.85,0.0,74.49,62.743,15.3,0.0,72.55,24.46,0.0,68.03,0.193,0.205
S07257,58.045,20.29,0.0,63.29,58.23,27.4,0.0,69.02,25.45,2.0,72.99,0.185,0.28
S09387,73.793,28.78,0.0,65.27,73.973,18.49,0.0,76.7,22.14,1.11,70.44,0.18,0.119
S08229,53.739,29.78,0.0,63.64,54.219,27.35,0.0,79.09,25.44,8.63,81.37,0.48,0.47
S06220,57.674,23.34,0.0,70.2,57.955,23.59,0.0,70.05,22.5,0.0,67.08,0.281,0.239
S09056,60.587,25.65,5.15,87.39,60.97,18.8,0.0,83.66,29.11,4.37,72.42,0.383,0.305
S06201,60.133,24.46,0.0,69.88,60.457,22.04,0.0,66.94,19.65,2.48,58.4,0.324,0.033
S07473,59.026,22.66,0.0,55.76,59.212,21.05,0.0,69.88,17.78,14.87,49.84,0.186,0.221
S01223,59.019,25.64,7.81,61.62,59.34,24.15,0.0,70.02,24.43,28.93,72.41,0.321,0.529
S04531,54.015,19.87,0.0,65.6,54.136,28.42,0.0,69.54,23.83,0.0,67.06,0.121,0.33
S02200,61.16,23.47,2.36,57.04,61.464,23.29,19.29,72.33,20.79,33.2,76.09,0.304,0.588
S06862,70.11,22.21,0.0,59.37,70.212,19.14,0.0,56.95,17.57,0.0,64.27,0.102,0.01
S05267,46.372,23.11,2.52,57.37,46.659,17.25,0.0,76.53,27.75,8.3,49.81,0.287,0.411
S00616,63.909,22.67,0.0,69.79,64.343,15.15,0.0,78.88,20.83,0.51,73.23,0.434,0.172
S07946,50.248,21.18,20.08,78.28,50.761,22.62,0.0,69.96,21.14,0.0,74.54,0.513,0.403
S01973,56.71,21.85,0.0,73.66,56.909,26.25,0.0,80.66,20.57,16.25,83.96,0.199,0.424
S03296,82.869,23.4,1.32,64.7,83.052,19.09,0.0,60.42,23.12,0.0,71.71,0.183,0.017
S02083,64.24,21.08,33.0,68.28,64.709,22.79,0.95,79.08,25.25,1.21,76.58,0.469,0.271
S06759,64.365,21.8,0.0,83.46,64.594,23.53,0.0,57.2,20.16,3.7,71.87,0.229,0.093
S08524,52.392,21.92,0.21,74.14,52.972,18.76,0.0,67.12,22.37,4.31,76.94,0.58,0.329
S03947,57.371,25.91,1.62,70.24,57.728,25.64,0.0,69.71,21.48,0.98,69.13,0.357,0.241
S01009,60.046,22.68,0.0,74.36,60.364,22.43,0.0,57.76,25.26,10.35,68.03,0.318,0.456
S08010,52.83,25.85,0.0,62.51,53.133,23.85,0.01,79.69,17.66,1.41,71.16,0.303,0.193
S00976,61.071,25.57,8.18,85.1,61.541,22.9,0.0,62.2,17.51,0.0,64.36,0.47,0.115
S01635,64.587,27.08,2.16,66.24,64.837,18.68,0.0,71.94,22.52,33.44,76.33,0.25,0.524
S05008,66.674,24.37,0.0,95.41,66.949,17.14,0.0,62.47,22.01,1.15,67.77,0.275,0.153
S02808,70.024,18.52,0.0,57.88,70.054,24.51,3.89,67.79,19.65,18.82,77.83,0.03,0.334
S00095,65.148,21.07,0.0,67.18,65.31,22.64,1.3,66.86,14.37,7.51,72.97,0.162,0.137
S04683,69.831,21.92,0.0,63.82,70.003,28.42,0.0,86.82,24.77,31.35,83.59,0.172,0.576
S00121,40.232,24.69,18.74,68.23,40.943,27.95,0.88,58.9,18.78,3.41,62.45,0.711,0.375
S01216,71.21,20.98,0.0,84.12,71.301,22.23,0.0,77.78,25.7,0.0,58.95,0.091,0.123
S00198,70.984,25.07,0.0,74.3,71.222,27.43,24.42,91.11,18.79,4.0,73.36,0.238,0.065
S05743,53.34,21.35,0.0,61.32,53.68,19.67,0.0,66.48,23.59,0.0,66.98,0.34,0.321
S07209,59.327,23.66,0.0,72.13,59.686,23.73,0.0,88.5,21.47,2.23,69.5,0.359,0.204
S09726,68.323,24.22,0.0,74.97,68.634,25.17,1.42,75.67,23.78,1.82,74.09,0.311,0.259
S06556,68.678,16.72,0.0,54.5,68.688,23.52,0.0,76.72,24.55,0.0,67.01,0.01,0.277
S05032,79.699,24.93,0.0,68.6,79.717,24.48,0.0,67.81,25.69,0.0,67.49,0.018,0.099
S07457,66.747,18.78,7.19,69.45,66.953,24.33,0.0,71.46,18.95,4.19,71.73,0.206,0.137
S01691,67.798,17.71,16.41,82.21,68.174,19.44,0.0,67.59,23.75,0.0,78.6,0.376,0.218
S06941,64.873,20.16,0.0,77.38,65.062,16.46,0.0,74.52,17.85,2.16,67.92,0.189,0.111
S02116,65.576,25.35,0.0,86.86,65.866,27.63,12.08,61.24,26.27,0.83,65.47,0.29,0.21
S09188,54.676,19.63,0.0,68.29,54.83,24.15,8.29,75.55,24.97,0.0,78.47,0.154,0.364
S07394,57.078,28.55,0.39,73.56,57.438,14.47,10.58,61.01,21.44,0.0,71.17,0.36,0.265
S08418,76.95,19.22,0.0,68.66,77.005,22.78,0.0,78.08,23.77,0.0,65.11,0.055,0.062
S05502,76.685,21.37,0.0,58.48,76.695,26.47,0.0,65.55,20.27,3.59,55.6,0.01,0.034
S01113,60.483,22.68,0.0,69.07,60.777,23.42,0.0,73.3,20.8,20.82,75.74,0.294,0.405
S07375,56.429,26.02,4.9,61.77,56.792,25.89,1.86,76.97,21.32,0.0,67.62,0.363,0.197
S04345,70.427,22.1,0.0,81.7,70.645,23.41,4.23,71.22,23.26,1.63,65.57,0.218,0.224
S08614,73.802,18.76,0.0,79.6,73.897,24.06,5.69,61.52,27.1,2.38,74.77,0.095,0.257
S01760,73.744,22.85,7.94,67.23,73.936,22.38,0.0,81.7,21.71,3.11,66.45,0.192,0.135
S04437,51.383,24.75,1.28,77.31,51.773,24.92,4.06,64.01,18.52,0.0,63.18,0.39,0.196
S01963,54.176,20.8,4.78,65.83,54.453,18.58,0.62,67.78,21.58,10.45,58.01,0.277,0.253
S08375,53.516,21.6,0.0,67.77,53.825,20.85,7.68,65.39,20.57,0.0,75.11,0.309,0.248
S08403,56.406,28.89,0.0,82.9,56.998,17.73,0.0,65.96,23.73,0.0,68.64,0.592,0.245
S00194,71.009,22.84,0.0,84.74,71.234,18.64,0.0,59.6,25.75,0.0,78.9,0.225,0.24
S09178,44.459,20.29,0.0,74.25,44.87,29.35,12.76,74.11,24.08,0.0,70.75,0.411,0.375
S02964,54.281,18.71,0.0,57.98,54.463,26.04,0.0,62.37,25.78,3.64,77.31,0.182,0.353
S09151,57.901,16.63,0.0,77.72,58.093,24.8,0.0,76.46,23.73,16.78,63.22,0.192,0.389
S03677,73.133,26.47,0.11,54.86,73.482,27.81,0.0,65.18,21.58,0.0,65.85,0.349,0.104
S06188,64.321,25.18,0.0,65.04,64.594,25.09,0.0,63.82,24.99,1.05,73.33,0.273,0.272
S08787,51.283,22.05,0.0,68.78,51.568,19.33,6.74,75.86,25.01,7.13,66.6,0.285,0.461
S00435,54.808,21.07,0.0,64.58,55.173,24.24,20.14,81.9,20.42,1.56,69.62,0.365,0.235
S07036,56.642,23.32,0.0,80.01,56.99,24.19,14.59,76.46,19.94,0.54,73.63,0.348,0.245
S05470,65.215,19.92,0.0,67.04,65.345,25.92,4.41,70.61,23.48,0.0,73.1,0.13,0.187
S06907,61.492,19.89,0.0,60.47,61.6,28.37,0.0,60.71,28.7,5.86,75.83,0.108,0.406
S06002,59.617,21.43,2.69,66.55,59.901,28.39,0.0,68.61,20.91,6.36,59.19,0.284,0.173
S06538,70.793,19.46,0.0,60.56,70.818,26.4,0.28,67.82,23.58,0.0,61.59,0.025,0.152
S08647,61.466,16.43,0.0,64.5,61.716,28.59,19.35,86.67,25.33,6.76,62.48,0.25,0.319
S07044,45.854,17.16,0.0,63.78,46.156,23.71,3.54,74.68,23.59,0.0,73.18,0.302,0.373
S02966,56.906,26.22,0.0,60.83,57.228,21.81,0.0,77.19,19.28,0.0,64.49,0.322,0.137
S06077,70.865,19.76,2.2,66.1,71.036,23.86,0.0,66.88,22.46,0.0,77.01,0.171,0.14
S05325,64.289,19.78,0.0,64.13,64.429,23.48,0.0,84.99,22.23,1.96,64.7,0.14,0.155
S07927,56.5,22.91,0.0,65.57,56.803,25.55,0.0,60.06,23.96,4.25,71.06,0.303,0.311
S04592,60.822,20.56,0.0,67.91,60.999,21.03,0.0,72.88,18.24,1.51,59.32,0.177,0.027
S05616,63.536,21.46,0.0,69.74,63.795,20.31,0.0,74.44,23.18,15.28,74.35,0.259,0.446
S05361,60.723,16.8,0.0,73.64,60.778,20.85,0.0,74.13,23.67,2.34,69.31,0.055,0.236
S02976,60.469,20.09,0.0,57.95,60.616,18.98,0.0,68.58,24.41,19.68,69.23,0.147,0.406
S05769,66.499,22.64,0.0,71.07,66.731,19.79,0.0,58.36,23.75,2.12,62.24,0.232,0.188
S00085,54.326,22.25,6.68,65.59,54.65,24.97,0.0,71.68,23.35,11.5,69.41,0.324,0.34
S00166,57.46,24.15,12.44,84.29,58.123,21.7,0.0,76.28,22.97,10.74,65.11,0.663,0.301
S00441,54.574,18.53,0.0,65.88,54.922,17.41,0.0,60.9,25.25,23.74,70.69,0.348,0.491
S08509,76.654,23.69,0.0,66.76,76.72,23.5,0.0,74.28,22.85,3.13,70.82,0.066,0.122
S08170,64.717,19.58,0.0,58.41,64.837,25.32,1.53,68.92,21.3,16.57,72.59,0.12,0.379
S04836,52.061,25.11,0.0,72.07,52.372,27.41,0.0,84.38,21.31,10.54,63.67,0.311,0.44
S01371,62.925,21.39,0.0,66.45,63.169,23.22,6.7,66.35,18.47,17.63,70.97,0.244,0.34
S02179,55.426,20.59,4.4,73.1,55.676,18.27,0.0,63.93,22.86,0.0,61.43,0.25,0.267
S04785,81.036,24.39,0.0,75.65,81.083,26.26,0.0,90.69,25.06,4.0,78.39,0.047,0.136
S09051,57.791,24.09,0.0,71.5,57.958,23.44,0.0,85.45,26.59,0.75,73.4,0.167,0.385
S04498,66.709,27.99,0.0,71.81,66.853,20.03,0.0,64.06,21.1,0.05,66.95,0.144,0.137
S08210,78.079,25.53,4.92,78.0,78.227,24.3,0.0,88.35,25.39,0.0,72.83,0.148,0.121
